Component_ID,Device_Count,Device_List,vendor_state,vendor_detail,device_type_state,device_type_detail,Device,device_vendor,device_type,Remote_IP,Remote_Port,Protocol,Domain_A,Domain_PTR,Remote_domain_best,Sequence_Up,Sequence_Down,Original_Index,Service_Orig,Infra_Orig,Service_Norm,Infra_Norm,Service_Evidence,Infra_Evidence,Is_Strict_Implicit,Consistent_Layers,Cluster_Val_IP,Cluster_Val_Service,Cluster_Val_Infra,Num_Flows,Num_Devices,Num_Vendors,
Comp_00466,2,"Google Home_YT,NetgearArlo Camera_YT",1,"1Google,1Arlo",1,"1Speaker,1Camera",NetgearArlo Camera_YT,arlo,Camera,34.208.35.4,,TCP,xbroker5-z2.ngxcld.com,ec2-34-208-35-4.us-west-2.compute.amazonaws.com,xbroker5-z2.ngxcld.com,"[66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0]","[66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0]",2080,xbroker5-z2.ngxcld.com,ec2-34-208-35-4.us-west-2.compute.amazonaws.com,xbroker5-z2.ngxcld.com,ec2-34-208-35-4.us-west-2.compute.amazonaws.com,xbroker5-z2.ngxcld.com,,FALSE,,,,,2,2,2,战略合作
Comp_00466,2,"Google Home_YT,NetgearArlo Camera_YT",1,"1Google,1Arlo",1,"1Speaker,1Camera",Google Home_YT,google,Speaker,74.125.21.188,,TCP,mtalk.google.com,yv-in-f188.1e100.net,mtalk.google.com,"[66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0]","[66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0]",29656,mtalk.google.com,yv-in-f188.1e100.net,mtalk.google.com,yv-in-f188.1e100.net,,,FALSE,,,,,2,2,2,战略合作
Comp_00862,2,"Xiaobai Y2camera_selfdata,Xiaomi Camera_selfdata",1,"1Xiaobai,1Xiaomi",0,Camera,Xiaobai Y2camera_selfdata,xiaobai,Camera,42.157.163.171,,UDP,xiaomi8.p2psy3.io.mi.com,,xiaomi8.p2psy3.io.mi.com,"[46.0, 90.0, 90.0, 90.0, 90.0, 130.0]","[54.0, 62.0, 54.0, 54.0, 54.0, 62.0, 62.0, 62.0, 62.0]",10708,xiaomi8.p2psy3.io.mi.com,,xiaomi8.p2psy3.io.mi.com,,xiaomi8.p2psy3.io.mi.com,,FALSE,,,,,2,2,2,生态系统
Comp_00862,2,"Xiaobai Y2camera_selfdata,Xiaomi Camera_selfdata",1,"1Xiaobai,1Xiaomi",0,Camera,Xiaomi Camera_selfdata,xiaomi,Camera,110.43.39.193,,UDP,xiaomi9.p2psy2.io.mi.com,,xiaomi9.p2psy2.io.mi.com,"[46.0, 90.0, 90.0, 90.0, 90.0, 130.0]","[54.0, 62.0, 54.0, 54.0, 54.0, 62.0, 62.0, 62.0, 62.0]",11623,xiaomi9.p2psy2.io.mi.com,,xiaomi9.p2psy2.io.mi.com,,xiaomi9.p2psy2.io.mi.com,,FALSE,,,,,2,2,2,生态系统
Comp_00868,2,"Xiaobai Y2camera_selfdata,Xiaomi Camera_selfdata",1,"1Xiaobai,1Xiaomi",0,Camera,Xiaobai Y2camera_selfdata,xiaobai,Camera,110.43.39.65,,UDP,xiaomi8.p2psy2.io.mi.com,,xiaomi8.p2psy2.io.mi.com,"[46.0, 90.0, 90.0, 90.0, 90.0]","[62.0, 54.0, 54.0, 54.0, 54.0, 62.0, 62.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 62.0, 62.0]",10701,xiaomi8.p2psy2.io.mi.com,,xiaomi8.p2psy2.io.mi.com,,xiaomi8.p2psy2.io.mi.com,,FALSE,,,,,2,2,2,生态系统
Comp_00868,2,"Xiaobai Y2camera_selfdata,Xiaomi Camera_selfdata",1,"1Xiaobai,1Xiaomi",0,Camera,Xiaomi Camera_selfdata,xiaomi,Camera,110.43.39.193,,UDP,xiaomi9.p2psy2.io.mi.com,,xiaomi9.p2psy2.io.mi.com,"[46.0, 90.0, 90.0, 90.0, 90.0]","[62.0, 54.0, 54.0, 54.0, 54.0, 62.0, 62.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 62.0, 62.0]",11618,xiaomi9.p2psy2.io.mi.com,,xiaomi9.p2psy2.io.mi.com,,xiaomi9.p2psy2.io.mi.com,,FALSE,,,,,2,2,2,生态系统
Comp_02989,2,"Smartlife Bulb_IoTLS,Tuya Plug_selfdata",1,"1Unknown,1Tuya",1,"1Bulb,1Plug",Smartlife Bulb_IoTLS,unknown,Bulb,34.218.147.23,,TCP,a3.tuyaus.com,ec2-34-218-147-23.us-west-2.compute.amazonaws.com,a3.tuyaus.com,"[58.0, 54.0, 121.0, 114.0, 60.0, 139.0, 395.0, 347.0, 54.0, 54.0]","[58.0, 54.0, 210.0, 54.0, 54.0, 54.0, 145.0, 54.0, 54.0, 443.0]",1382,a3.tuyaus.com,ec2-34-218-147-23.us-west-2.compute.amazonaws.com,a3.tuyaus.com,ec2-34-218-147-23.us-west-2.compute.amazonaws.com,a3.tuyaus.com,,FALSE,,,,,2,2,2,生态系统
Comp_02989,2,"Smartlife Bulb_IoTLS,Tuya Plug_selfdata",1,"1Unknown,1Tuya",1,"1Bulb,1Plug",Tuya Plug_selfdata,tuya,Plug,81.69.183.170,,TCP,a3.tuyacn.com,,a3.tuyacn.com,"[58.0, 54.0, 121.0, 115.0, 60.0, 139.0, 395.0, 347.0, 54.0, 54.0]","[58.0, 54.0, 206.0, 54.0, 54.0, 54.0, 145.0, 54.0, 54.0, 363.0]",9550,a3.tuyacn.com,,a3.tuyacn.com,,a3.tuyacn.com,,FALSE,,,,,2,2,2,生态系统
Comp_03168,2,"Bosiwo Camera Wired_Mon(uk),Lefun Camera Wired_Mon(us)",1,"1Bosiwo,1Lefun",0,Camera,Bosiwo Camera Wired_Mon(uk),bosiwo,Camera,37.187.159.39,,TCP,,oveu11.vimtag.com,oveu11.vimtag.com,"[66.0, 60.0, 176.0, 180.0, 179.0, 181.0]","[66.0, 60.0, 60.0, 60.0, 60.0]",22714,,oveu11.vimtag.com,,oveu11.vimtag.com,,oveu11.vimtag.com,FALSE,,,,,2,2,2,OEM/ODM
Comp_03168,2,"Bosiwo Camera Wired_Mon(uk),Lefun Camera Wired_Mon(us)",1,"1Bosiwo,1Lefun",0,Camera,Lefun Camera Wired_Mon(us),lefun,Camera,162.254.149.210,,TCP,,162-254-149-210.static.hvvc.us,162-254-149-210.static.hvvc.us,"[66.0, 60.0, 177.0, 180.0, 179.0, 181.0]","[66.0, 60.0, 60.0, 60.0, 60.0]",35772,,162-254-149-210.static.hvvc.us,,162-254-149-210.static.hvvc.us,,162-254-149-210.static.hvvc.us,FALSE,,,,,2,2,2,OEM/ODM
Comp_10714,2,"Google Home Mini_YT,nVidia Shield_YT",1,"1Google,1nVidia",1,"1Speaker,1TV",nVidia Shield_YT,nvidia,TV,172.217.0.142,,TCP,clients.l.google.com,atl14s77-in-f14.1e100.net,clients.l.google.com,"[74.0, 78.0, 66.0, 70.0, 262.0, 266.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 159.0, 163.0, 66.0]","[74.0, 78.0, 66.0, 70.0, 1484.0, 1488.0, 1484.0, 1488.0, 1484.0, 1488.0, 179.0, 183.0, 296.0, 300.0, 135.0, 139.0]",6428,clients.l.google.com,atl14s77-in-f14.1e100.net,clients.l.google.com,atl14s77-in-f14.1e100.net,,,FALSE,,,,,2,2,2,战略合作
Comp_10714,2,"Google Home Mini_YT,nVidia Shield_YT",1,"1Google,1nVidia",1,"1Speaker,1TV",Google Home Mini_YT,google,Speaker,216.58.195.131,,TCP,play-music.gstatic.com,iad23s24-in-f131.1e100.net,play-music.gstatic.com,"[74.0, 78.0, 66.0, 70.0, 272.0, 276.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 151.0, 155.0, 66.0]","[74.0, 78.0, 66.0, 70.0, 1484.0, 1488.0, 1484.0, 1488.0, 1484.0, 1488.0, 177.0, 181.0, 288.0, 292.0, 127.0, 131.0]",28732,play-music.gstatic.com,iad23s24-in-f131.1e100.net,play-music.gstatic.com,iad23s24-in-f131.1e100.net,play-music.gstatic.com,,FALSE,,,,,2,2,2,战略合作
Comp_10716,2,"Google Home Mini_YT,nVidia Shield_YT",1,"1Google,1nVidia",1,"1Speaker,1TV",nVidia Shield_YT,nvidia,TV,74.125.21.113,,TCP,clients.l.google.com,yv-in-f113.1e100.net,clients.l.google.com,"[74.0, 78.0, 66.0, 70.0, 262.0, 266.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 159.0, 163.0, 66.0]","[74.0, 78.0, 66.0, 70.0, 1484.0, 1488.0, 1484.0, 1488.0, 1484.0, 1488.0, 177.0, 181.0, 350.0, 354.0, 135.0, 139.0]",6402,clients.l.google.com,yv-in-f113.1e100.net,clients.l.google.com,yv-in-f113.1e100.net,,,FALSE,,,,,2,2,2,战略合作
Comp_10716,2,"Google Home Mini_YT,nVidia Shield_YT",1,"1Google,1nVidia",1,"1Speaker,1TV",Google Home Mini_YT,google,Speaker,173.194.219.94,,TCP,play-music.gstatic.com,ya-in-f94.1e100.net,play-music.gstatic.com,"[74.0, 78.0, 66.0, 70.0, 272.0, 276.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 151.0, 155.0, 66.0]","[74.0, 78.0, 66.0, 70.0, 1484.0, 1488.0, 1484.0, 1488.0, 1484.0, 1488.0, 178.0, 182.0, 342.0, 346.0, 127.0, 131.0]",28733,play-music.gstatic.com,ya-in-f94.1e100.net,play-music.gstatic.com,ya-in-f94.1e100.net,play-music.gstatic.com,,FALSE,,,,,2,2,2,战略合作
Comp_14435,2,"Amazon Echo Gen2_Our,LG Smart TV_Our",1,"1Amazon,1LG",1,"1Speaker,1TV",Amazon Echo Gen2_Our,amazon,Speaker,204.85.30.14,,TCP,,,,"[74.0, 66.0, 534.0, 66.0, 117.0]","[74.0, 66.0, 209.0, 66.0, 66.0]",17972,,,,,,,FALSE,,,,,2,2,2,战略合作
Comp_14435,2,"Amazon Echo Gen2_Our,LG Smart TV_Our",1,"1Amazon,1LG",1,"1Speaker,1TV",LG Smart TV_Our,lg,TV,172.217.135.40,,TCP,,iad23s68-in-f8.1e100.net,iad23s68-in-f8.1e100.net,"[74.0, 66.0, 533.0, 66.0, 117.0]","[74.0, 66.0, 209.0, 66.0, 66.0]",36106,,iad23s68-in-f8.1e100.net,,iad23s68-in-f8.1e100.net,,,FALSE,,,,,2,2,2,战略合作
Comp_14447,2,"Amazon Echo Gen2_Our,LG Smart TV_Our2",1,"1Amazon,1LG",1,"1Speaker,1TV",Amazon Echo Gen2_Our,amazon,Speaker,23.54.179.184,,TCP,,a23-54-179-184.deploy.static.akamaitechnologies.com,a23-54-179-184.deploy.static.akamaitechnologies.com,"[74.0, 66.0, 583.0, 66.0, 66.0, 117.0, 66.0]","[74.0, 74.0, 66.0, 218.0, 66.0]",17966,,a23-54-179-184.deploy.static.akamaitechnologies.com,,a23-54-179-184.deploy.static.akamaitechnologies.com,,,FALSE,,,,,2,2,2,战略合作
Comp_14447,2,"Amazon Echo Gen2_Our,LG Smart TV_Our2",1,"1Amazon,1LG",1,"1Speaker,1TV",LG Smart TV_Our2,lg,TV,173.194.53.199,,TCP,,iad30s59-in-f7.1e100.net,iad30s59-in-f7.1e100.net,"[74.0, 74.0, 66.0, 66.0, 533.0, 533.0, 66.0, 66.0, 117.0, 117.0, 66.0, 66.0]","[74.0, 74.0, 74.0, 74.0, 66.0, 66.0, 209.0, 209.0, 66.0, 66.0, 66.0, 66.0, 66.0]",36574,,iad30s59-in-f7.1e100.net,,iad30s59-in-f7.1e100.net,,,FALSE,,,,,2,2,2,战略合作
Comp_14939,2,"Amazon Fire TV_YT,Samsung Smart TV_YT",1,"1Amazon,1Samsung",0,TV,Samsung Smart TV_YT,samsung,TV,23.7.40.38,,TCP,e12596.dscj.akamaiedge.net,a23-7-40-38.deploy.static.akamaitechnologies.com,e12596.dscj.akamaiedge.net,"[74.0, 78.0, 66.0, 70.0, 245.0, 249.0, 66.0, 70.0, 66.0]","[74.0, 78.0, 66.0, 70.0, 416.0, 420.0]",8810,e12596.dscj.akamaiedge.net,a23-7-40-38.deploy.static.akamaitechnologies.com,e12596.dscj.akamaiedge.net,a23-7-40-38.deploy.static.akamaitechnologies.com,e12596.dscj.akamaiedge.net,,FALSE,,,,,2,2,2,战略合作
Comp_14939,2,"Amazon Fire TV_YT,Samsung Smart TV_YT",1,"1Amazon,1Samsung",0,TV,Amazon Fire TV_YT,amazon,TV,52.85.95.121,,TCP,d18os95hu8sz6h.cloudfront.net,server-52-85-95-121.muc50.r.cloudfront.net,d18os95hu8sz6h.cloudfront.net,"[74.0, 78.0, 66.0, 70.0, 239.0, 243.0, 66.0, 70.0, 66.0]","[74.0, 78.0, 66.0, 70.0, 545.0, 549.0]",16014,d18os95hu8sz6h.cloudfront.net,server-52-85-95-121.muc50.r.cloudfront.net,d18os95hu8sz6h.cloudfront.net,server-52-85-95-121.muc50.r.cloudfront.net,,,FALSE,,,,,2,2,2,战略合作
Comp_20156,2,"Shuixing Camera_selfdata,TP-Link Doorbell_selfdata",1,"1Shuixing,1TP-Link",1,"1Camera,1Doorbell",Shuixing Camera_selfdata,shuixing,Camera,223.104.228.31,,UDP,,,,"[83.0, 83.0, 83.0, 83.0, 83.0, 966.0, 43.0, 58.0, 57.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]","[82.0, 82.0, 82.0, 82.0, 1306.0, 1306.0, 1306.0, 96.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]",1320,,,,,,,FALSE,,,,,2,2,2,母子公司关系
Comp_20156,2,"Shuixing Camera_selfdata,TP-Link Doorbell_selfdata",1,"1Shuixing,1TP-Link",1,"1Camera,1Doorbell",TP-Link Doorbell_selfdata,tp-link,Doorbell,60.29.153.35,,UDP,,no-data,no-data,"[83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 966.0, 57.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]","[82.0, 82.0, 82.0, 82.0, 1306.0, 1306.0, 96.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]",10190,,no-data,,no-data,,no-data,FALSE,,,,,2,2,2,母子公司关系
Comp_20209,2,"Amazon Echo Gen2_Our,LG Smart TV_Our",1,"1Amazon,1LG",1,"1Speaker,1TV",Amazon Echo Gen2_Our,amazon,Speaker,172.217.13.226,,TCP,,iad23s61-in-f2.1e100.net,iad23s61-in-f2.1e100.net,"[74.0, 66.0, 587.0, 66.0, 182.0, 777.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0]","[74.0, 66.0, 234.0, 66.0, 66.0, 1119.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0]",17863,,iad23s61-in-f2.1e100.net,,iad23s61-in-f2.1e100.net,,,FALSE,,,,,2,2,2,战略合作
Comp_20209,2,"Amazon Echo Gen2_Our,LG Smart TV_Our",1,"1Amazon,1LG",1,"1Speaker,1TV",LG Smart TV_Our,lg,TV,172.217.164.162,,TCP,,iad23s69-in-f2.1e100.net,iad23s69-in-f2.1e100.net,"[74.0, 66.0, 587.0, 66.0, 182.0, 777.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0]","[74.0, 66.0, 234.0, 66.0, 1119.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0]",36014,,iad23s69-in-f2.1e100.net,,iad23s69-in-f2.1e100.net,,,FALSE,,,,,2,2,2,战略合作
Comp_23567,2,"Amazon Fire TV_YT,Samsung Smart TV_YT",1,"1Amazon,1Samsung",0,TV,Samsung Smart TV_YT,samsung,TV,143.215.193.107,,TCP,occ-0-162-987.1.nflxso.net,netflix-appliance2.sox.net,occ-0-162-987.1.nflxso.net,"[74.0, 78.0, 66.0, 70.0, 269.0, 273.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 192.0, 196.0, 66.0, 70.0, 1392.0, 1396.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0]","[74.0, 78.0, 66.0, 70.0, 1514.0, 1518.0, 1514.0, 1518.0, 430.0, 434.0, 72.0, 76.0, 111.0, 115.0, 459.0, 463.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0]",7914,occ-0-162-987.1.nflxso.net,netflix-appliance2.sox.net,occ-0-162-987.1.nflxso.net,netflix-appliance2.sox.net,occ-0-162-987.1.nflxso.net,netflix-appliance2.sox.net,FALSE,,,,,2,2,2,战略合作
Comp_23567,2,"Amazon Fire TV_YT,Samsung Smart TV_YT",1,"1Amazon,1Samsung",0,TV,Amazon Fire TV_YT,amazon,TV,52.84.132.124,,TCP,c.media-amazon.com,server-52-84-132-124.gru3.r.cloudfront.net,c.media-amazon.com,"[74.0, 78.0, 66.0, 70.0, 260.0, 264.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 192.0, 196.0, 66.0, 70.0, 417.0, 421.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0, 66.0, 70.0]","[74.0, 78.0, 66.0, 70.0, 1514.0, 1518.0, 1514.0, 1518.0, 564.0, 568.0, 117.0, 121.0, 555.0, 559.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1036.0, 1040.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0, 1514.0, 1518.0]",15407,c.media-amazon.com,server-52-84-132-124.gru3.r.cloudfront.net,c.media-amazon.com,server-52-84-132-124.gru3.r.cloudfront.net,c.media-amazon.com,,FALSE,,,,,2,2,2,战略合作
